DATA REPORT,,,,,
2026/02/24,02:34:49,27.98,,,
2026/02/24,02:34:54,27.96,,,
2026/02/24,02:34:59,27.95,,,
2026/02/24,02:35:04,27.93,,,
2026/02/24,02:35:09,27.93,,,
2026/02/24,02:35:14,27.95,,,
2026/02/24,02:35:19,27.89,,,
2026/02/24,02:35:24,27.78,,,
2026/02/24,02:35:29,27.70,,,
2026/02/24,02:35:34,27.70,,,
2026/02/24,02:35:39,27.72,,,
2026/02/24,02:35:44,27.74,,,
2026/02/24,02:35:49,27.73,,,
2026/02/24,02:35:54,27.73,,,
2026/02/24,02:35:59,27.75,,,
2026/02/24,02:36:04,27.73,,,
2026/02/24,02:36:09,27.71,,,
2026/02/24,02:36:14,27.69,,,
2026/02/24,02:36:19,27.62,,,
2026/02/24,02:36:24,27.59,,,
2026/02/24,02:36:29,27.43,,,
2026/02/24,02:36:34,27.49,,,
2026/02/24,02:36:39,27.52,,,
2026/02/24,02:36:44,27.54,,,
2026/02/24,02:36:49,27.55,,,
2026/02/24,02:36:54,27.56,,,
2026/02/24,02:36:59,27.55,,,
2026/02/24,02:37:04,27.53,,,
2026/02/24,02:37:09,27.44,,,
2026/02/24,02:37:14,27.46,,,
2026/02/24,02:37:19,27.46,,,
2026/02/24,02:37:24,27.47,,,
2026/02/24,02:37:29,27.49,,,
2026/02/24,02:37:34,27.48,,,
2026/02/24,02:37:39,27.41,,,
2026/02/24,02:37:44,27.40,,,
2026/02/24,02:37:49,27.38,,,
2026/02/24,02:37:54,27.36,,,
2026/02/24,02:37:59,27.34,,,
2026/02/24,02:38:04,27.35,,,
2026/02/24,02:38:09,27.34,,,
2026/02/24,02:38:14,27.30,,,
2026/02/24,02:38:19,27.30,,,
2026/02/24,02:38:24,27.28,,,
2026/02/24,02:38:29,27.26,,,
2026/02/24,02:38:34,27.20,,,
2026/02/24,02:38:39,27.19,,,
2026/02/24,02:38:44,27.21,,,
2026/02/24,02:38:49,27.19,,,
2026/02/24,02:38:54,27.17,,,
2026/02/24,02:38:59,27.15,,,
2026/02/24,02:39:04,27.10,,,
2026/02/24,02:39:09,27.07,,,
2026/02/24,02:39:14,27.08,,,
2026/02/24,02:39:19,27.11,,,
2026/02/24,02:39:24,27.13,,,
2026/02/24,02:39:29,27.14,,,
2026/02/24,02:39:34,27.16,,,
2026/02/24,02:39:39,27.15,,,
2026/02/24,02:39:44,27.17,,,
2026/02/24,02:39:49,27.24,,,
2026/02/24,02:39:54,27.31,,,
2026/02/24,02:39:59,27.47,,,
2026/02/24,02:40:04,27.50,,,
2026/02/24,02:40:09,27.61,,,
2026/02/24,02:40:14,27.74,,,
2026/02/24,02:40:19,27.91,,,
2026/02/24,02:40:24,28.02,,,
2026/02/24,02:40:29,28.16,,,
2026/02/24,02:40:34,28.56,,,
2026/02/24,02:40:39,28.82,,,
2026/02/24,02:40:44,28.87,,,
2026/02/24,02:40:49,28.89,,,
2026/02/24,02:40:54,28.93,,,
2026/02/24,02:40:59,29.14,,,
2026/02/24,02:41:04,29.31,,,
2026/02/24,02:41:09,29.49,,,
2026/02/24,02:41:14,29.69,,,
2026/02/24,02:41:19,29.96,,,
2026/02/24,02:41:24,30.00,,,
2026/02/24,02:41:29,30.08,,,
2026/02/24,02:41:34,30.29,,,
2026/02/24,02:41:39,30.39,,,
2026/02/24,02:41:44,30.37,,,
2026/02/24,02:41:49,30.34,,,
2026/02/24,02:41:54,30.45,,,
2026/02/24,02:41:59,30.67,,,
2026/02/24,02:42:04,30.77,,,
2026/02/24,02:42:09,30.87,,,
2026/02/24,02:42:14,30.95,,,
2026/02/24,02:42:19,31.03,,,
2026/02/24,02:42:24,30.89,,,
2026/02/24,02:42:29,30.82,,,
2026/02/24,02:42:34,31.01,,,
2026/02/24,02:42:39,31.08,,,
2026/02/24,02:42:44,31.05,,,
2026/02/24,02:42:49,31.21,,,
2026/02/24,02:42:54,31.38,,,
2026/02/24,02:42:59,31.65,,,
2026/02/24,02:43:04,31.73,,,
2026/02/24,02:43:09,31.88,,,
2026/02/24,02:43:14,31.93,,,
2026/02/24,02:43:19,31.93,,,
2026/02/24,02:43:24,31.97,,,
2026/02/24,02:43:29,31.96,,,
2026/02/24,02:43:34,31.97,,,
2026/02/24,02:43:39,32.08,,,
2026/02/24,02:43:44,32.05,,,
2026/02/24,02:43:49,32.05,,,
2026/02/24,02:43:54,32.10,,,
2026/02/24,02:43:59,32.05,,,
2026/02/24,02:44:04,32.01,,,
2026/02/24,02:44:09,31.89,,,
2026/02/24,02:44:14,31.87,,,
2026/02/24,02:44:19,31.93,,,
2026/02/24,02:44:24,32.11,,,
2026/02/24,02:44:29,32.10,,,
2026/02/24,02:44:34,32.14,,,
2026/02/24,02:44:39,32.16,,,
2026/02/24,02:44:44,32.26,,,
2026/02/24,02:44:49,32.22,,,
2026/02/24,02:44:54,32.27,,,
2026/02/24,02:44:59,32.51,,,
2026/02/24,02:45:04,32.52,,,
2026/02/24,02:45:09,32.42,,,
2026/02/24,02:45:14,32.22,,,
2026/02/24,02:45:19,32.33,,,
2026/02/24,02:45:24,32.48,,,
2026/02/24,02:45:29,32.71,,,
2026/02/24,02:45:34,32.44,,,
2026/02/24,02:45:39,32.43,,,
2026/02/24,02:45:44,32.55,,,
2026/02/24,02:45:49,32.71,,,
2026/02/24,02:45:54,32.56,,,
2026/02/24,02:45:59,32.55,,,
2026/02/24,02:46:04,32.55,,,
2026/02/24,02:46:09,32.46,,,
2026/02/24,02:46:14,32.32,,,
2026/02/24,02:46:19,32.29,,,
2026/02/24,02:46:24,32.53,,,
2026/02/24,02:46:29,32.65,,,
2026/02/24,02:46:34,32.64,,,
2026/02/24,02:46:39,32.60,,,
2026/02/24,02:46:44,32.42,,,
2026/02/24,02:46:49,32.39,,,
2026/02/24,02:46:54,32.41,,,
2026/02/24,02:46:59,32.32,,,
2026/02/24,02:47:04,32.16,,,
2026/02/24,02:47:09,32.25,,,
2026/02/24,02:47:14,32.17,,,
2026/02/24,02:47:19,31.93,,,
2026/02/24,02:47:24,31.93,,,
2026/02/24,02:47:29,31.83,,,
2026/02/24,02:47:34,31.94,,,
2026/02/24,02:47:39,32.01,,,
2026/02/24,02:47:44,32.14,,,
2026/02/24,02:47:49,32.12,,,
2026/02/24,02:47:54,32.20,,,
2026/02/24,02:47:59,32.22,,,
2026/02/24,02:48:04,32.21,,,
2026/02/24,02:48:09,32.18,,,
2026/02/24,02:48:14,32.14,,,
2026/02/24,02:48:19,32.08,,,
2026/02/24,02:48:24,31.95,,,
2026/02/24,02:48:29,32.08,,,
2026/02/24,02:48:34,32.26,,,
2026/02/24,02:48:39,32.24,,,
2026/02/24,02:48:44,32.10,,,
2026/02/24,02:48:49,32.02,,,
2026/02/24,02:48:54,32.10,,,
2026/02/24,02:48:59,32.25,,,
2026/02/24,02:49:04,32.35,,,
2026/02/24,02:49:09,32.50,,,
2026/02/24,02:49:14,32.42,,,
2026/02/24,02:49:19,32.23,,,
2026/02/24,02:49:24,32.08,,,
2026/02/24,02:49:29,32.15,,,
2026/02/24,02:49:34,32.18,,,
2026/02/24,02:49:39,32.11,,,
2026/02/24,02:49:44,31.97,,,
2026/02/24,02:49:49,31.99,,,
2026/02/24,02:49:54,31.96,,,
2026/02/24,02:49:59,31.96,,,
2026/02/24,02:50:04,31.86,,,
2026/02/24,02:50:09,31.79,,,
2026/02/24,02:50:14,31.75,,,
2026/02/24,02:50:19,31.67,,,
2026/02/24,02:50:24,31.71,,,
2026/02/24,02:50:29,31.69,,,
2026/02/24,02:50:34,31.66,,,
2026/02/24,02:50:39,31.67,,,
2026/02/24,02:50:44,31.66,,,
2026/02/24,02:50:49,31.64,,,
2026/02/24,02:50:54,31.61,,,
2026/02/24,02:50:59,31.55,,,
2026/02/24,02:51:04,31.53,,,
2026/02/24,02:51:09,31.61,,,
2026/02/24,02:51:14,31.43,,,
2026/02/24,02:51:19,31.46,,,
2026/02/24,02:51:24,31.48,,,
2026/02/24,02:51:29,31.27,,,
2026/02/24,02:51:34,31.24,,,
2026/02/24,02:51:39,31.22,,,
2026/02/24,02:51:44,31.27,,,
2026/02/24,02:51:49,31.19,,,
2026/02/24,02:51:54,31.11,,,
2026/02/24,02:51:59,31.13,,,
2026/02/24,02:52:04,31.19,,,
2026/02/24,02:52:09,31.28,,,
2026/02/24,02:52:14,31.20,,,
2026/02/24,02:52:19,31.18,,,
2026/02/24,02:52:24,31.16,,,
2026/02/24,02:52:29,31.23,,,
2026/02/24,02:52:34,31.23,,,
2026/02/24,02:52:39,31.25,,,
2026/02/24,02:52:44,31.27,,,
2026/02/24,02:52:49,31.27,,,
2026/02/24,02:52:54,31.14,,,
2026/02/24,02:52:59,31.09,,,
2026/02/24,02:53:04,31.08,,,
2026/02/24,02:53:09,31.21,,,
2026/02/24,02:53:14,31.22,,,
2026/02/24,02:53:19,31.08,,,
2026/02/24,02:53:24,31.04,,,
2026/02/24,02:53:29,31.05,,,
2026/02/24,02:53:34,31.04,,,
2026/02/24,02:53:39,31.02,,,
2026/02/24,02:53:44,30.98,,,
2026/02/24,02:53:49,30.80,,,
2026/02/24,02:53:54,30.93,,,
2026/02/24,02:53:59,30.83,,,
2026/02/24,02:54:04,30.67,,,
2026/02/24,02:54:09,30.62,,,
2026/02/24,02:54:14,30.60,,,
2026/02/24,02:54:19,30.69,,,
2026/02/24,02:54:24,30.68,,,
2026/02/24,02:54:29,30.66,,,
2026/02/24,02:54:34,30.59,,,
2026/02/24,02:54:39,30.56,,,
2026/02/24,02:54:44,30.55,,,
2026/02/24,02:54:49,30.56,,,
2026/02/24,02:54:54,30.51,,,
2026/02/24,02:54:59,30.49,,,
2026/02/24,02:55:04,30.63,,,
2026/02/24,02:55:09,30.61,,,
2026/02/24,02:55:14,30.56,,,
2026/02/24,02:55:19,30.37,,,
2026/02/24,02:55:24,30.35,,,
2026/02/24,02:55:29,30.40,,,
2026/02/24,02:55:34,30.47,,,
2026/02/24,02:55:39,30.50,,,
2026/02/24,02:55:44,30.50,,,
2026/02/24,02:55:49,30.36,,,
2026/02/24,02:55:54,30.28,,,
2026/02/24,02:55:59,30.30,,,
2026/02/24,02:56:04,30.32,,,
2026/02/24,02:56:09,30.32,,,
2026/02/24,02:56:14,30.26,,,
2026/02/24,02:56:19,30.14,,,
2026/02/24,02:56:24,30.02,,,
2026/02/24,02:56:29,29.95,,,
2026/02/24,02:56:34,29.97,,,
2026/02/24,02:56:39,29.98,,,
2026/02/24,02:56:44,29.98,,,
2026/02/24,02:56:49,30.11,,,
2026/02/24,02:56:54,30.13,,,
2026/02/24,02:56:59,30.14,,,
2026/02/24,02:57:04,30.09,,,
2026/02/24,02:57:09,29.93,,,
2026/02/24,02:57:14,29.84,,,
2026/02/24,02:57:19,29.81,,,
2026/02/24,02:57:24,29.83,,,
2026/02/24,02:57:29,29.92,,,
2026/02/24,02:57:34,29.87,,,
2026/02/24,02:57:39,29.80,,,
2026/02/24,02:57:44,29.78,,,
2026/02/24,02:57:49,29.80,,,
2026/02/24,02:57:54,29.83,,,
2026/02/24,02:57:59,29.85,,,
2026/02/24,02:58:04,29.80,,,
2026/02/24,02:58:09,29.74,,,
2026/02/24,02:58:14,29.59,,,
2026/02/24,02:58:19,29.42,,,
2026/02/24,02:58:24,29.33,,,
2026/02/24,02:58:29,29.33,,,
2026/02/24,02:58:34,29.36,,,
2026/02/24,02:58:39,29.36,,,
2026/02/24,02:58:44,29.39,,,
2026/02/24,02:58:49,29.41,,,
2026/02/24,02:58:54,29.43,,,
2026/02/24,02:58:59,29.41,,,
2026/02/24,02:59:04,29.42,,,
2026/02/24,02:59:09,29.40,,,
2026/02/24,02:59:14,29.42,,,
2026/02/24,02:59:19,29.44,,,
2026/02/24,02:59:24,29.45,,,
2026/02/24,02:59:29,29.31,,,
2026/02/24,02:59:34,29.39,,,
2026/02/24,02:59:39,29.43,,,
2026/02/24,02:59:44,29.44,,,
2026/02/24,02:59:49,29.46,,,
2026/02/24,02:59:54,29.33,,,
2026/02/24,02:59:59,29.35,,,
2026/02/24,03:00:04,29.26,,,
2026/02/24,03:00:09,29.23,,,
2026/02/24,03:00:14,29.21,,,
2026/02/24,03:00:19,29.06,,,
2026/02/24,03:00:24,29.19,,,
2026/02/24,03:00:29,29.21,,,
2026/02/24,03:00:34,29.23,,,
2026/02/24,03:00:39,29.10,,,
2026/02/24,03:00:44,29.04,,,
2026/02/24,03:00:49,29.06,,,
2026/02/24,03:00:54,28.98,,,
2026/02/24,03:00:59,28.97,,,
2026/02/24,03:01:04,28.91,,,
2026/02/24,03:01:09,28.91,,,
2026/02/24,03:01:14,28.92,,,
2026/02/24,03:01:19,28.94,,,
2026/02/24,03:01:24,28.96,,,
2026/02/24,03:01:29,28.95,,,
2026/02/24,03:01:34,28.93,,,
2026/02/24,03:01:39,28.88,,,
2026/02/24,03:01:44,28.77,,,
2026/02/24,03:01:49,28.74,,,
2026/02/24,03:01:54,28.72,,,
2026/02/24,03:01:59,28.70,,,
2026/02/24,03:02:04,28.66,,,
2026/02/24,03:02:09,28.53,,,
2026/02/24,03:02:14,28.51,,,
2026/02/24,03:02:19,28.49,,,
2026/02/24,03:02:24,28.48,,,
2026/02/24,03:02:29,28.48,,,
2026/02/24,03:02:34,28.46,,,
2026/02/24,03:02:39,28.44,,,
2026/02/24,03:02:44,28.42,,,
2026/02/24,03:02:49,28.51,,,
2026/02/24,03:02:54,28.54,,,
2026/02/24,03:02:59,28.57,,,
2026/02/24,03:03:04,28.57,,,
2026/02/24,03:03:09,28.58,,,
2026/02/24,03:03:14,28.58,,,
2026/02/24,03:03:19,28.49,,,
2026/02/24,03:03:24,28.45,,,
2026/02/24,03:03:29,28.47,,,
2026/02/24,03:03:34,28.46,,,
2026/02/24,03:03:39,28.40,,,
2026/02/24,03:03:44,28.36,,,
2026/02/24,03:03:49,28.35,,,
2026/02/24,03:03:54,28.38,,,
2026/02/24,03:03:59,28.39,,,
2026/02/24,03:04:04,28.35,,,
2026/02/24,03:04:09,28.24,,,
2026/02/24,03:04:14,28.25,,,
2026/02/24,03:04:19,28.25,,,
2026/02/24,03:04:24,28.21,,,
2026/02/24,03:04:29,28.06,,,
2026/02/24,03:04:34,27.97,,,
2026/02/24,03:04:39,27.96,,,
2026/02/24,03:04:44,27.96,,,
2026/02/24,03:04:49,28.08,,,
2026/02/24,03:04:54,28.06,,,
2026/02/24,03:04:59,28.04,,,
2026/02/24,03:05:04,28.02,,,
2026/02/24,03:05:09,28.00,,,
2026/02/24,03:05:14,27.94,,,
2026/02/24,03:05:19,27.90,,,
2026/02/24,03:05:24,27.88,,,
2026/02/24,03:05:29,27.87,,,
2026/02/24,03:05:34,27.86,,,
2026/02/24,03:05:39,27.77,,,
2026/02/24,03:05:44,27.73,,,
2026/02/24,03:05:49,27.75,,,
2026/02/24,03:05:54,27.73,,,
2026/02/24,03:05:59,27.72,,,
2026/02/24,03:06:04,27.71,,,
2026/02/24,03:06:09,27.66,,,
2026/02/24,03:06:14,27.64,,,
2026/02/24,03:06:19,27.66,,,
2026/02/24,03:06:24,27.69,,,
2026/02/24,03:06:29,27.70,,,
2026/02/24,03:06:34,27.72,,,
2026/02/24,03:06:39,27.73,,,
2026/02/24,03:06:44,27.72,,,
2026/02/24,03:06:49,27.70,,,
2026/02/24,03:06:54,27.68,,,
2026/02/24,03:06:59,27.66,,,
2026/02/24,03:07:04,27.63,,,
2026/02/24,03:07:09,27.64,,,
2026/02/24,03:07:14,27.66,,,
2026/02/24,03:07:19,27.67,,,
2026/02/24,03:07:24,27.66,,,
2026/02/24,03:07:29,27.57,,,
2026/02/24,03:07:34,27.56,,,
2026/02/24,03:07:39,27.54,,,
2026/02/24,03:07:44,27.52,,,
2026/02/24,03:07:49,27.50,,,
2026/02/24,03:07:54,27.48,,,
2026/02/24,03:07:59,27.46,,,
2026/02/24,03:08:04,27.47,,,
2026/02/24,03:08:09,27.53,,,
2026/02/24,03:08:14,27.52,,,
2026/02/24,03:08:19,27.49,,,
2026/02/24,03:08:24,27.47,,,
2026/02/24,03:08:29,27.45,,,
2026/02/24,03:08:34,27.37,,,
2026/02/24,03:08:39,27.35,,,
2026/02/24,03:08:44,27.31,,,
2026/02/24,03:08:49,27.29,,,
2026/02/24,03:08:54,27.29,,,
2026/02/24,03:08:59,27.27,,,
2026/02/24,03:09:04,27.28,,,
2026/02/24,03:09:09,27.27,,,
2026/02/24,03:09:14,27.25,,,
2026/02/24,03:09:19,27.26,,,
2026/02/24,03:09:24,27.26,,,
2026/02/24,03:09:29,27.24,,,
2026/02/24,03:09:34,27.25,,,
2026/02/24,03:09:39,27.24,,,
2026/02/24,03:09:44,27.23,,,
2026/02/24,03:09:49,27.23,,,
2026/02/24,03:09:54,27.21,,,
2026/02/24,03:09:59,27.19,,,
2026/02/24,03:10:04,27.17,,,
2026/02/24,03:10:09,27.18,,,
2026/02/24,03:10:14,27.18,,,
2026/02/24,03:10:19,27.21,,,
2026/02/24,03:10:24,27.23,,,
2026/02/24,03:10:29,27.32,,,
2026/02/24,03:10:34,27.37,,,
2026/02/24,03:10:39,27.47,,,
2026/02/24,03:10:44,27.49,,,
2026/02/24,03:10:49,27.63,,,
2026/02/24,03:10:54,27.72,,,
2026/02/24,03:10:59,27.91,,,
2026/02/24,03:11:04,28.04,,,
2026/02/24,03:11:09,28.12,,,
2026/02/24,03:11:14,28.26,,,
2026/02/24,03:11:19,28.43,,,
2026/02/24,03:11:24,28.64,,,
2026/02/24,03:11:29,28.73,,,
2026/02/24,03:11:34,28.73,,,
2026/02/24,03:11:39,28.83,,,
2026/02/24,03:11:44,28.94,,,
2026/02/24,03:11:49,29.19,,,
2026/02/24,03:11:54,29.50,,,
2026/02/24,03:11:59,29.55,,,
2026/02/24,03:12:04,29.64,,,
2026/02/24,03:12:09,29.88,,,
2026/02/24,03:12:14,29.89,,,
2026/02/24,03:12:19,30.05,,,
2026/02/24,03:12:24,30.07,,,
2026/02/24,03:12:29,30.40,,,
2026/02/24,03:12:34,30.70,,,
2026/02/24,03:12:39,30.72,,,
2026/02/24,03:12:44,30.81,,,
2026/02/24,03:12:49,31.02,,,
2026/02/24,03:12:54,31.10,,,
2026/02/24,03:12:59,31.25,,,
2026/02/24,03:13:04,31.29,,,
2026/02/24,03:13:09,31.29,,,
2026/02/24,03:13:14,31.27,,,
2026/02/24,03:13:19,31.35,,,
2026/02/24,03:13:24,31.46,,,
2026/02/24,03:13:29,31.58,,,
2026/02/24,03:13:34,31.75,,,
2026/02/24,03:13:39,31.81,,,
2026/02/24,03:13:44,31.84,,,
2026/02/24,03:13:49,31.79,,,
2026/02/24,03:13:54,31.75,,,
2026/02/24,03:13:59,31.72,,,
2026/02/24,03:14:04,31.71,,,
2026/02/24,03:14:09,31.70,,,
2026/02/24,03:14:14,31.68,,,
2026/02/24,03:14:19,31.71,,,
2026/02/24,03:14:24,31.86,,,
2026/02/24,03:14:29,31.85,,,
2026/02/24,03:14:34,31.95,,,
2026/02/24,03:14:39,32.25,,,
2026/02/24,03:14:44,32.26,,,
2026/02/24,03:14:49,32.50,,,
2026/02/24,03:14:54,32.67,,,
2026/02/24,03:14:59,32.70,,,
2026/02/24,03:15:04,32.71,,,
2026/02/24,03:15:09,32.80,,,
2026/02/24,03:15:14,32.79,,,
2026/02/24,03:15:19,32.86,,,
2026/02/24,03:15:24,32.86,,,
2026/02/24,03:15:29,32.85,,,
2026/02/24,03:15:34,32.71,,,
2026/02/24,03:15:39,32.53,,,
2026/02/24,03:15:44,32.55,,,
2026/02/24,03:15:49,32.60,,,
2026/02/24,03:15:54,32.53,,,
2026/02/24,03:15:59,32.52,,,
2026/02/24,03:16:04,32.52,,,
2026/02/24,03:16:09,32.51,,,
2026/02/24,03:16:14,32.58,,,
2026/02/24,03:16:19,32.64,,,
2026/02/24,03:16:24,32.85,,,
2026/02/24,03:16:29,32.89,,,
2026/02/24,03:16:34,32.82,,,
2026/02/24,03:16:39,32.78,,,
2026/02/24,03:16:44,32.93,,,
2026/02/24,03:16:49,33.05,,,
2026/02/24,03:16:54,32.85,,,
2026/02/24,03:16:59,32.81,,,
2026/02/24,03:17:04,32.75,,,
2026/02/24,03:17:09,32.78,,,
2026/02/24,03:17:14,32.79,,,
2026/02/24,03:17:19,32.78,,,
2026/02/24,03:17:24,32.78,,,
2026/02/24,03:17:29,33.01,,,
2026/02/24,03:17:34,33.15,,,
2026/02/24,03:17:39,33.09,,,
2026/02/24,03:17:44,33.11,,,
2026/02/24,03:17:49,32.88,,,
2026/02/24,03:17:54,32.87,,,
2026/02/24,03:17:59,32.77,,,
2026/02/24,03:18:04,32.71,,,
2026/02/24,03:18:09,32.89,,,
2026/02/24,03:18:14,32.76,,,
2026/02/24,03:18:19,32.49,,,
2026/02/24,03:18:24,32.52,,,
2026/02/24,03:18:29,32.71,,,
2026/02/24,03:18:34,32.63,,,
2026/02/24,03:18:39,32.42,,,
2026/02/24,03:18:44,32.42,,,
2026/02/24,03:18:49,32.52,,,
2026/02/24,03:18:54,32.72,,,
2026/02/24,03:18:59,32.70,,,
2026/02/24,03:19:04,32.68,,,
2026/02/24,03:19:09,32.66,,,
2026/02/24,03:19:14,32.65,,,
2026/02/24,03:19:19,32.52,,,
2026/02/24,03:19:24,32.36,,,
2026/02/24,03:19:29,32.44,,,
2026/02/24,03:19:34,32.48,,,
2026/02/24,03:19:39,32.54,,,
2026/02/24,03:19:44,32.78,,,
2026/02/24,03:19:49,32.96,,,
2026/02/24,03:19:54,32.66,,,
2026/02/24,03:19:59,32.54,,,
2026/02/24,03:20:04,32.10,,,
2026/02/24,03:20:09,32.19,,,
2026/02/24,03:20:14,32.23,,,
2026/02/24,03:20:19,32.34,,,
2026/02/24,03:20:24,32.40,,,
2026/02/24,03:20:29,32.34,,,
2026/02/24,03:20:34,32.25,,,
2026/02/24,03:20:39,32.08,,,
2026/02/24,03:20:44,32.08,,,
2026/02/24,03:20:49,32.08,,,
2026/02/24,03:20:54,32.17,,,
2026/02/24,03:20:59,32.17,,,
2026/02/24,03:21:04,32.15,,,
2026/02/24,03:21:09,32.15,,,
2026/02/24,03:21:14,32.09,,,
2026/02/24,03:21:19,32.09,,,
2026/02/24,03:21:24,32.19,,,
2026/02/24,03:21:29,32.15,,,
2026/02/24,03:21:34,32.17,,,
2026/02/24,03:21:39,32.02,,,
2026/02/24,03:21:44,31.85,,,
2026/02/24,03:21:49,31.82,,,
2026/02/24,03:21:54,31.85,,,
2026/02/24,03:21:59,31.83,,,
2026/02/24,03:22:04,31.74,,,
2026/02/24,03:22:09,31.80,,,
2026/02/24,03:22:14,31.73,,,
2026/02/24,03:22:19,31.67,,,
2026/02/24,03:22:24,31.67,,,
2026/02/24,03:22:29,31.55,,,
2026/02/24,03:22:34,31.59,,,
2026/02/24,03:22:39,31.85,,,
2026/02/24,03:22:44,31.72,,,
2026/02/24,03:22:49,31.70,,,
2026/02/24,03:22:54,31.72,,,
2026/02/24,03:22:59,31.75,,,
2026/02/24,03:23:04,31.79,,,
2026/02/24,03:23:09,31.80,,,
2026/02/24,03:23:14,31.71,,,
2026/02/24,03:23:19,31.68,,,
2026/02/24,03:23:24,31.44,,,
2026/02/24,03:23:29,31.39,,,
2026/02/24,03:23:34,31.32,,,
2026/02/24,03:23:39,31.15,,,
2026/02/24,03:23:44,31.14,,,
2026/02/24,03:23:49,31.34,,,
2026/02/24,03:23:54,31.49,,,
2026/02/24,03:23:59,31.48,,,
2026/02/24,03:24:04,31.59,,,
2026/02/24,03:24:09,31.70,,,
2026/02/24,03:24:14,31.61,,,
2026/02/24,03:24:19,31.38,,,
2026/02/24,03:24:24,31.28,,,
2026/02/24,03:24:29,31.33,,,
2026/02/24,03:24:34,31.13,,,
2026/02/24,03:24:39,30.94,,,
2026/02/24,03:24:44,30.95,,,
2026/02/24,03:24:49,30.92,,,
2026/02/24,03:24:54,30.97,,,
2026/02/24,03:24:59,31.12,,,
2026/02/24,03:25:04,31.02,,,
2026/02/24,03:25:09,31.00,,,
2026/02/24,03:25:14,31.03,,,
2026/02/24,03:25:19,31.09,,,
2026/02/24,03:25:24,31.03,,,
2026/02/24,03:25:29,30.79,,,
2026/02/24,03:25:34,31.02,,,
2026/02/24,03:25:39,30.95,,,
2026/02/24,03:25:44,30.86,,,
2026/02/24,03:25:49,30.64,,,
2026/02/24,03:25:54,30.60,,,
2026/02/24,03:25:59,30.73,,,
2026/02/24,03:26:04,30.77,,,
2026/02/24,03:26:09,30.76,,,
2026/02/24,03:26:14,30.79,,,
2026/02/24,03:26:19,30.82,,,
2026/02/24,03:26:24,30.76,,,
2026/02/24,03:26:29,30.76,,,
2026/02/24,03:26:34,30.75,,,
2026/02/24,03:26:39,30.75,,,
2026/02/24,03:26:44,30.62,,,
2026/02/24,03:26:49,30.59,,,
2026/02/24,03:26:54,30.60,,,
2026/02/24,03:26:59,30.50,,,
2026/02/24,03:27:04,30.48,,,
2026/02/24,03:27:09,30.38,,,
2026/02/24,03:27:14,30.32,,,
2026/02/24,03:27:19,30.40,,,
2026/02/24,03:27:24,30.51,,,
2026/02/24,03:27:29,30.48,,,
2026/02/24,03:27:34,30.39,,,
2026/02/24,03:27:39,30.35,,,
2026/02/24,03:27:44,30.18,,,
2026/02/24,03:27:49,30.16,,,
2026/02/24,03:27:54,30.18,,,
2026/02/24,03:27:59,30.16,,,
2026/02/24,03:28:04,30.17,,,
2026/02/24,03:28:09,30.16,,,
2026/02/24,03:28:14,30.14,,,
2026/02/24,03:28:19,30.15,,,
2026/02/24,03:28:24,30.14,,,
2026/02/24,03:28:29,30.00,,,
2026/02/24,03:28:34,29.86,,,
2026/02/24,03:28:39,29.82,,,
2026/02/24,03:28:44,29.84,,,
2026/02/24,03:28:49,29.86,,,
2026/02/24,03:28:54,29.84,,,
2026/02/24,03:28:59,29.82,,,
2026/02/24,03:29:04,29.78,,,
2026/02/24,03:29:09,29.79,,,
2026/02/24,03:29:14,29.72,,,
2026/02/24,03:29:19,29.62,,,
2026/02/24,03:29:24,29.60,,,
2026/02/24,03:29:29,29.53,,,
2026/02/24,03:29:34,29.56,,,
2026/02/24,03:29:39,29.62,,,
2026/02/24,03:29:44,29.69,,,
2026/02/24,03:29:49,29.68,,,
2026/02/24,03:29:54,29.67,,,
2026/02/24,03:29:59,29.70,,,
2026/02/24,03:30:04,29.69,,,
2026/02/24,03:30:09,29.68,,,
2026/02/24,03:30:14,29.69,,,
2026/02/24,03:30:19,29.67,,,
2026/02/24,03:30:24,29.65,,,
2026/02/24,03:30:29,29.63,,,
2026/02/24,03:30:34,29.62,,,
2026/02/24,03:30:39,29.59,,,
2026/02/24,03:30:44,29.49,,,
2026/02/24,03:30:49,29.44,,,
2026/02/24,03:30:54,29.29,,,
2026/02/24,03:30:59,29.28,,,
2026/02/24,03:31:04,29.29,,,
2026/02/24,03:31:09,29.27,,,
2026/02/24,03:31:14,29.28,,,
2026/02/24,03:31:19,29.29,,,
2026/02/24,03:31:24,29.27,,,
2026/02/24,03:31:29,29.14,,,
2026/02/24,03:31:34,29.15,,,
2026/02/24,03:31:39,29.15,,,
2026/02/24,03:31:44,29.13,,,
2026/02/24,03:31:49,29.12,,,
2026/02/24,03:31:54,29.14,,,
2026/02/24,03:31:59,29.15,,,
2026/02/24,03:32:04,29.26,,,
2026/02/24,03:32:09,29.27,,,
2026/02/24,03:32:14,29.29,,,
2026/02/24,03:32:19,29.27,,,
2026/02/24,03:32:24,29.16,,,
2026/02/24,03:32:29,29.11,,,
2026/02/24,03:32:34,28.99,,,
2026/02/24,03:32:39,29.01,,,
2026/02/24,03:32:44,28.95,,,
2026/02/24,03:32:49,28.88,,,
2026/02/24,03:32:54,28.84,,,
2026/02/24,03:32:59,28.80,,,
